2182,-169.8967,-63.1492,10.2427,4.2577,134.8215
2026,-169.8967,-63.1492,4.3023,4.4546,49.5021
2182,-169.8967,-63.1492,5.9702,4.7317,74.9903
1031,-169.8967,-63.1492,26.6261,8.1648,222.4534
2026,-169.8967,-63.1492,14.964,3.3933,165.2836
2182,-169.8967,-63.1492,16.7128,3.6808,174.1905
1031,-169.8967,-63.1492,20.4825,6.7139,265.2451
1031,-169.8967,-63.1492,12.8995,14.1835,166.5103
1031,-169.8967,-63.1492,6.5985,5.1113,66.428
1031,-169.8967,-63.1492,1.2477,0.7174,14.0675
1031,-169.8967,-63.1492,0.4071,0.0363,1.02
1031,-169.8967,-63.1492,0.53,0.0675,2.0808
1031,-169.8967,-63.1492,1.9553,0.6012,21.2646
1031,-169.8967,-63.1492,4.1377,0.8172,53.323
3500,71,-63,1.01,0.17,9.23
3500,71,-63,1.05,0.48,9.07
1300,71,-63,0.58,0.05,5.19
3500,71,-63,0.26,0.13,1.44
1300,71,-63,1.04,0.16,10.7
3500,71,-63,0.38,0.03,2.79
1300,71,-63,0.7,0.09,6.37
3500,71,-63,0.56,0.1,2.77
3500,71,-63,0.31,0.02,1.8
1300,71,-63,0.28,0.06,2.28
3500,71,-63,0.14,0.03,0.5
3500,71,-63,0.28,0.03,1.52
1300,71,-63,0.09,0,0.24
3500,71,-63,0.26,0.02,2.05
3500,71,-63,0.27,0.04,1.65
3500,71,-63,0.38,0.04,2.24
3500,71,-63,0.11,0.02,0.37
3500,71,-63,0.23,0.04,1.93
3500,71,-63,0.28,0.16,2.25
3500,71,-63,0.34,0.03,3.07
3500,71,-63,0.23,0.01,1.39
1300,71,-63,0.36,0,0.3
3500,71,-63,1.57,0.11,20.39
3500,71,-63,1.57,0.14,19.48
3500,71,-63,0.28,0.05,2.78
4456,-2.5,-62.9167,0.46,0.33,5.13333333333333
4556,-2.5,-62.9167,0.5,0.336,5.08666666666667
2400,178.05,-62.5667,0.03,0.0006,0.1404
2400,178.05,-62.5667,3.2499,0.297468,78.0623
2400,178.05,-62.5667,0.1236,0.033504,1.3902
2400,178.05,-62.5667,0.1464,0.066408,1.0504
900,178.05,-62.5667,2.581,0.383628,44.7898
3700,178.05,-62.5667,1.2198,0.202344,24.407
1300,178.05,-62.5667,1.1606,0.23262,20.6136
2400,178.05,-62.5667,0.5491,0.079296,10.2799
2400,178.05,-62.5667,3.9507,0.615108,70.3979
2400,178.05,-62.5667,0.0552,0.017892,0.1882
2400,178.05,-62.5667,0.0816,0.095592,0.4803
2400,178.05,-62.5667,1.8686,0.285096,35.7157
2400,178.05,-62.5667,0.9169,0.149028,8.3412
2400,178.05,-62.5667,0.7693,0.097872,15.9382
2400,178.05,-62.5667,0.0432,0.009372,0.2443
2400,178.05,-62.5667,0.0744,0.00408,0.2163
2400,178.05,-62.5667,0.102,0.012612,0.9212
2400,178.05,-62.5667,0.0504,0.00384,0.0421
1588,-57.5333,-62.25,6.4,1.704,49.3733333333333
1000,73,-62,14.39,0.89,113.33
1000,73,-62,8.56,0.2,82.82
1000,73,-62,5.71,0.26,56.52
1000,73,-62,2.26,0.12,24.42
1000,73,-62,0.47,0.02,3.55
1000,73,-62,0.7,0.03,3.99
1000,73,-62,0.24,0,2.35
